word : base_line_score | beam_search_score
ｅ : 0.02 | 0.02 | 0.0
ｊ : 0.02 | 0.02 | 0.0
ｎ : 0.02 | 0.02 | 0.0
ｍ : 0.02 | 0.02 | 0.0
索 : 0.0252529907007 | 0.0263092975357 | -0.00105630683497
累 : 0.0251191604962 | 0.02 | 0.0051191604962
副 : 0.0271241437422 | 0.0286135311615 | -0.00148938741931
疱 : 0.02 | 0.02 | 0.0
佳 : 0.0251191604962 | 0.0252529907007 | -0.000133830204548
偏 : 0.025 | 0.0257812965264 | -0.000781296526358
偎 : 0.02 | 0.02 | 0.0
岘 : 0.02 | 0.02 | 0.0
你 : 0.0257812965264 | 0.0271241437422 | -0.0013428472158
以 : 0.04 | 0.04 | 0.0
佩 : 0.02 | 0.02 | 0.0
偕 : 0.02 | 0.02 | 0.0
佯 : 0.0238391744001 | 0.0251191604962 | -0.00127998609607
佑 : 0.02 | 0.02 | 0.0
樯 : 0.02 | 0.02 | 0.0
偬 : 0.02 | 0.02 | 0.0
横 : 0.0241169366492 | 0.0251191604962 | -0.00100222384699
佘 : 0.02 | 0.02 | 0.0
佟 : 0.02 | 0.02 | 0.0
但 : 0.02 | 0.02 | 0.0
樱 : 0.02 | 0.02 | 0.0
储 : 0.0240759009418 | 0.02 | 0.00407590094181
貉 : 0.02 | 0.02 | 0.0
竺 : 0.02 | 0.02 | 0.0
竣 : 0.02 | 0.0254047630885 | -0.00540476308855
颌 : 0.02 | 0.02 | 0.0
颍 : 0.02 | 0.02 | 0.0
颂 : 0.025 | 0.0266666666667 | -0.00166666666667
慨 : 0.0239647972634 | 0.0260205999133 | -0.00205580264987
慷 : 0.02 | 0.02 | 0.0
祠 : 0.02 | 0.02 | 0.0
颜 : 0.0242061983571 | 0.02 | 0.00420619835714
慰 : 0.02 | 0.02 | 0.0
仿 : 0.04 | 0.04 | 0.0
颐 : 0.02 | 0.02 | 0.0
票 : 0.0277370561447 | 0.02 | 0.00773705614469
颤 : 0.02 | 0.02 | 0.0
祁 : 0.02 | 0.02 | 0.0
祀 : 0.02 | 0.02 | 0.0
祈 : 0.02 | 0.02 | 0.0
滴 : 0.02 | 0.02 | 0.0
科 : 0.0241169366492 | 0.02 | 0.00411693664921
▲ : 0.02 | 0.02 | 0.0
嫌 : 0.02 | 0.02 | 0.0
癌 : 0.02 | 0.02 | 0.0
嫁 : 0.0237580364942 | 0.02 | 0.00375803649418
蠕 : 0.0252529907007 | 0.0260205999133 | -0.000767609212536
霖 : 0.02 | 0.02 | 0.0
癣 : 0.02 | 0.02 | 0.0
霓 : 0.02 | 0.02 | 0.0
℃ : 0.02 | 0.02 | 0.0
霞 : 0.0263092975357 | 0.0263092975357 | 0.0
蠢 : 0.02 | 0.02 | 0.0
嬴 : 0.02 | 0.02 | 0.0
霆 : 0.02 | 0.02 | 0.0
滦 : 0.02 | 0.02 | 0.0
霍 : 0.0246275642632 | 0.02 | 0.0046275642632
霈 : 0.0277370561447 | 0.02 | 0.00773705614469
枇 : 0.02 | 0.02 | 0.0
橘 : 0.02 | 0.02 | 0.0
借 : 0.0326185950714 | 0.04 | -0.00738140492857
倜 : 0.02 | 0.02 | 0.0
侦 : 0.02 | 0.02 | 0.0
倚 : 0.02 | 0.02 | 0.0
侠 : 0.02 | 0.02 | 0.0
侣 : 0.0236417580094 | 0.025578858913 | -0.00193710090362
候 : 0.02 | 0.02 | 0.0
侮 : 0.02 | 0.02 | 0.0
侩 : 0.02 | 0.02 | 0.0
侨 : 0.02 | 0.0238991804379 | -0.00389918043788
侗 : 0.02 | 0.02 | 0.0
侑 : 0.02 | 0.02 | 0.0
倦 : 0.02 | 0.02 | 0.0
侄 : 0.0248930108424 | 0.02 | 0.00489301084236
值 : 0.02 | 0.02 | 0.0
债 : 0.0252529907007 | 0.02 | 0.00525299070074
侃 : 0.02 | 0.02 | 0.0
侍 : 0.0239312326447 | 0.02 | 0.00393123264466
荚 : 0.02 | 0.02 | 0.0
濮 : 0.02 | 0.02 | 0.0
濯 : 0.02 | 0.02 | 0.0
厮 : 0.02 | 0.02 | 0.0
荆 : 0.02 | 0.02 | 0.0
厂 : 0.0236417580094 | 0.02 | 0.0036417580094
压 : 0.02 | 0.02 | 0.0
厌 : 0.04 | 0.02 | 0.02
荫 : 0.0240759009418 | 0.0251191604962 | -0.00104325955439
荤 : 0.02 | 0.0238685280723 | -0.00386852807235
曼 : 0.0326185950714 | 0.02 | 0.0126185950714
曾 : 0.0277370561447 | 0.02 | 0.00773705614469
咸 : 0.02 | 0.02 | 0.0
咻 : 0.02 | 0.02 | 0.0
咬 : 0.02 | 0.0237330482248 | -0.00373304822478
叉 : 0.02 | 0.02 | 0.0
咐 : 0.02 | 0.02 | 0.0
咆 : 0.02 | 0.02 | 0.0
咋 : 0.02 | 0.02 | 0.0
３ : 0.02 | 0.02 | 0.0
６ : 0.02 | 0.02 | 0.0
７ : 0.02 | 0.02 | 0.0
＜ : 0.02 | 0.02 | 0.0
＞ : 0.02 | 0.02 | 0.0
＆ : 0.02 | 0.02 | 0.0
（ : 0.02 | 0.02 | 0.0
尤 : 0.02 | 0.02 | 0.0
． : 0.02 | 0.02 | 0.0
Ｅ : 0.02 | 0.02 | 0.0
Ｈ : 0.02 | 0.02 | 0.0
Ｌ : 0.02 | 0.02 | 0.0
Ｎ : 0.02 | 0.02 | 0.0
Ｏ : 0.02 | 0.02 | 0.0
骰 : 0.02 | 0.02 | 0.0
铿 : 0.02 | 0.02 | 0.0
血 : 0.0241169366492 | 0.0241602919535 | -4.33553043215e-05
铱 : 0.02 | 0.02 | 0.0
Ⅱ : 0.02 | 0.02 | 0.0
衅 : 0.02 | 0.02 | 0.0
铮 : 0.0236208519356 | 0.0239647972634 | -0.00034394532781
媛 : 0.02 | 0.02 | 0.0
铢 : 0.02 | 0.02 | 0.0
衔 : 0.0326185950714 | 0.0326185950714 | 0.0
媒 : 0.0248930108424 | 0.02 | 0.00489301084236
衩 : 0.02 | 0.02 | 0.0
衫 : 0.02 | 0.02 | 0.0
铝 : 0.0266666666667 | 0.02 | 0.00666666666667
衣 : 0.0251191604962 | 0.02 | 0.0051191604962
补 : 0.0266666666667 | 0.02 | 0.00666666666667
铁 : 0.03 | 0.02 | 0.01
瘸 : 0.02 | 0.02 | 0.0
媲 : 0.0326185950714 | 0.02 | 0.0126185950714
铄 : 0.02 | 0.0240759009418 | -0.00407590094181
窘 : 0.02 | 0.0236633850183 | -0.00366338501827
腕 : 0.02 | 0.02 | 0.0
窒 : 0.02 | 0.02 | 0.0
窿 : 0.02 | 0.02 | 0.0
窨 : 0.02 | 0.0240369817316 | -0.00403698173164
窦 : 0.02 | 0.02 | 0.0
现 : 0.04 | 0.04 | 0.0
弹 : 0.02 | 0.02 | 0.0
玷 : 0.02 | 0.02 | 0.0
蟾 : 0.02 | 0.02 | 0.0
玫 : 0.02 | 0.02 | 0.0
弦 : 0.02 | 0.0277370561447 | -0.00773705614469
弧 : 0.0266666666667 | 0.02 | 0.00666666666667
槌 : 0.02 | 0.02 | 0.0
弟 : 0.02 | 0.02 | 0.0
玛 : 0.0238110282485 | 0.0242061983571 | -0.000395170108608
式 : 0.0277370561447 | 0.0326185950714 | -0.00488153892674
蟀 : 0.02 | 0.02 | 0.0
弃 : 0.0238991804379 | 0.0245534049739 | -0.000654224536063
开 : 0.0236633850183 | 0.023685776663 | -2.23916447015e-05
弄 : 0.0263092975357 | 0.02 | 0.00630929753571
孬 : 0.02 | 0.02 | 0.0
均 : 0.02 | 0.02 | 0.0
磬 : 0.02 | 0.02 | 0.0
俺 : 0.02 | 0.02 | 0.0
俸 : 0.02 | 0.02 | 0.0
骆 : 0.02 | 0.02 | 0.0
俱 : 0.02 | 0.0237089804683 | -0.00370898046831
殛 : 0.02 | 0.02 | 0.0
殚 : 0.02 | 0.02 | 0.0
俨 : 0.02 | 0.02 | 0.0
殃 : 0.02 | 0.02 | 0.0
俯 : 0.0235620718711 | 0.025578858913 | -0.00201678704194
俣 : 0.02 | 0.02 | 0.0
信 : 0.0243067655807 | 0.0254047630885 | -0.00109799750781
城 : 0.0266666666667 | 0.02 | 0.00666666666667
殉 : 0.02 | 0.02 | 0.0
俚 : 0.0326185950714 | 0.02 | 0.0126185950714
殴 : 0.02 | 0.02 | 0.0
殿 : 0.02 | 0.02 | 0.0
俐 : 0.02 | 0.02 | 0.0
俎 : 0.02 | 0.02 | 0.0
埤 : 0.02 | 0.02 | 0.0
促 : 0.02 | 0.02 | 0.0
俅 : 0.02 | 0.02 | 0.0
披 : 0.0239647972634 | 0.02 | 0.00396479726341
抠 : 0.02 | 0.02 | 0.0
社 : 0.025 | 0.02 | 0.005
抹 : 0.02 | 0.02 | 0.0
抱 : 0.0247962493314 | 0.02 | 0.00479624933136
抵 : 0.0236633850183 | 0.0237330482248 | -6.96632065062e-05
礓 : 0.02 | 0.02 | 0.0
技 : 0.0247081782673 | 0.0277370561447 | -0.00302887787736
抄 : 0.02 | 0.02 | 0.0
抛 : 0.02 | 0.02 | 0.0
乏 : 0.0326185950714 | 0.02 | 0.0126185950714
项 : 0.02 | 0.02 | 0.0
抓 : 0.0277370561447 | 0.02 | 0.00773705614469
抒 : 0.02 | 0.02 | 0.0
顷 : 0.02 | 0.02 | 0.0
抖 : 0.02 | 0.02 | 0.0
投 : 0.0277370561447 | 0.03 | -0.00226294385531
呻 : 0.02 | 0.02 | 0.0
昶 : 0.02 | 0.02 | 0.0
呵 : 0.0237580364942 | 0.0238391744001 | -8.11379059491e-05
呶 : 0.02 | 0.02 | 0.0
昭 : 0.0241169366492 | 0.02 | 0.00411693664921
是 : 0.04 | 0.02 | 0.02
坯 : 0.02 | 0.02 | 0.0
呦 : 0.02 | 0.02 | 0.0
星 : 0.02 | 0.02 | 0.0
昔 : 0.02 | 0.02 | 0.0
易 : 0.0241169366492 | 0.0251191604962 | -0.00100222384699
昌 : 0.0252529907007 | 0.02 | 0.00525299070074
告 : 0.02 | 0.0239312326447 | -0.00393123264466
昂 : 0.02 | 0.02 | 0.0
沁 : 0.0271241437422 | 0.02 | 0.00712414374216
┐ : 0.02 | 0.02 | 0.0
─ : 0.02 | 0.02 | 0.0
沔 : 0.02 | 0.02 | 0.0
沛 : 0.0271241437422 | 0.0286135311615 | -0.00148938741931
┌ : 0.02 | 0.02 | 0.0
沙 : 0.0246275642632 | 0.0251191604962 | -0.000491596233001
沥 : 0.02 | 0.02 | 0.0
沪 : 0.0257812965264 | 0.02 | 0.00578129652636
河 : 0.04 | 0.02 | 0.02
安 : 0.0260205999133 | 0.02 | 0.00602059991328
油 : 0.04 | 0.02 | 0.02
沾 : 0.02 | 0.02 | 0.0
钺 : 0.02 | 0.02 | 0.0
钻 : 0.0241602919535 | 0.02 | 0.00416029195353
钽 : 0.02 | 0.02 | 0.0
盏 : 0.02 | 0.02 | 0.0
钰 : 0.0240369817316 | 0.02 | 0.00403698173164
袄 : 0.02 | 0.02 | 0.0
袁 : 0.03 | 0.0326185950714 | -0.00261859507143
钵 : 0.02 | 0.02 | 0.0
钮 : 0.0246275642632 | 0.0246275642632 | 0.0
婉 : 0.0238391744001 | 0.0243620858397 | -0.000522911439579
盗 : 0.0286135311615 | 0.02 | 0.00861353116147
盖 : 0.0263092975357 | 0.02 | 0.00630929753571
袭 : 0.0239312326447 | 0.0245534049739 | -0.000622172329283
钛 : 0.02 | 0.02 | 0.0
婵 : 0.02 | 0.02 | 0.0
被 : 0.02 | 0.02 | 0.0
目 : 0.02 | 0.02 | 0.0
袤 : 0.02 | 0.0235436764027 | -0.00354367640271
钓 : 0.02 | 0.02 | 0.0
钕 : 0.02 | 0.02 | 0.0
盹 : 0.0237580364942 | 0.0263092975357 | -0.00255126104153
钉 : 0.02 | 0.02 | 0.0
钊 : 0.02 | 0.02 | 0.0
盼 : 0.02 | 0.02 | 0.0
钎 : 0.02 | 0.02 | 0.0
袱 : 0.02 | 0.02 | 0.0
漩 : 0.02 | 0.02 | 0.0
卤 : 0.02 | 0.02 | 0.0
卫 : 0.0254047630885 | 0.02 | 0.00540476308855
卵 : 0.02 | 0.02 | 0.0
卷 : 0.0247962493314 | 0.02 | 0.00479624933136
印 : 0.02 | 0.02 | 0.0
获 : 0.0238991804379 | 0.02 | 0.00389918043788
漱 : 0.02 | 0.02 | 0.0
莺 : 0.02 | 0.02 | 0.0
漉 : 0.02 | 0.02 | 0.0
升 : 0.0247962493314 | 0.025 | -0.000203750668637
千 : 0.02 | 0.02 | 0.0
华 : 0.0238685280723 | 0.0239647972634 | -9.62691910658e-05
午 : 0.02 | 0.02 | 0.0
半 : 0.04 | 0.04 | 0.0
莓 : 0.02 | 0.02 | 0.0
卖 : 0.02 | 0.02 | 0.0
卒 : 0.02 | 0.02 | 0.0
卜 : 0.0286135311615 | 0.02 | 0.00861353116147
漕 : 0.02 | 0.02 | 0.0
演 : 0.0247081782673 | 0.02 | 0.00470817826733
博 : 0.0239312326447 | 0.0240759009418 | -0.000144668297154
廿 : 0.02 | 0.02 | 0.0
萸 : 0.02 | 0.02 | 0.0
落 : 0.02 | 0.0248930108424 | -0.00489301084236
昱 : 0.02 | 0.02 | 0.0
特 : 0.0245534049739 | 0.02 | 0.00455340497394
萨 : 0.02 | 0.02 | 0.0
牡 : 0.02 | 0.02 | 0.0
暂 : 0.0277370561447 | 0.02 | 0.00773705614469
物 : 0.02 | 0.04 | -0.02
萤 : 0.02 | 0.02 | 0.0
牖 : 0.02 | 0.02 | 0.0
牟 : 0.0238391744001 | 0.02 | 0.00383917440013
廖 : 0.02 | 0.02 | 0.0
牛 : 0.025578858913 | 0.02 | 0.00557885891302
萋 : 0.02 | 0.02 | 0.0
萎 : 0.0236417580094 | 0.02 | 0.0036417580094
萃 : 0.02 | 0.02 | 0.0
萄 : 0.02 | 0.02 | 0.0
吵 : 0.02 | 0.0238391744001 | -0.00383917440013
氮 : 0.0243620858397 | 0.02 | 0.00436208583971
吭 : 0.02 | 0.02 | 0.0
吡 : 0.02 | 0.02 | 0.0
吞 : 0.02 | 0.02 | 0.0
吟 : 0.02 | 0.02 | 0.0
瞄 : 0.02 | 0.0241602919535 | -0.00416029195353
吓 : 0.02 | 0.02 | 0.0
各 : 0.0277370561447 | 0.04 | -0.0122629438553
晃 : 0.0271241437422 | 0.02 | 0.00712414374216
晌 : 0.02 | 0.02 | 0.0
诋 : 0.02 | 0.02 | 0.0
晖 : 0.02 | 0.0254047630885 | -0.00540476308855
晚 : 0.02 | 0.02 | 0.0
翻 : 0.0245534049739 | 0.02 | 0.00455340497394
景 : 0.0263092975357 | 0.04 | -0.0136907024643
试 : 0.0235436764027 | 0.02 | 0.00354367640271
类 : 0.02 | 0.02 | 0.0
晴 : 0.02 | 0.02 | 0.0
呐 : 0.0237330482248 | 0.02 | 0.00373304822478
货 : 0.02 | 0.0236417580094 | -0.0036417580094
责 : 0.04 | 0.02 | 0.02
略 : 0.0235436764027 | 0.0236417580094 | -9.80816066876e-05
贯 : 0.02 | 0.02 | 0.0
购 : 0.0266666666667 | 0.0266666666667 | 0.0
贵 : 0.0286135311615 | 0.0326185950714 | -0.00400506390996
贴 : 0.0251191604962 | 0.02 | 0.0051191604962
贱 : 0.02 | 0.02 | 0.0
畴 : 0.02 | 0.02 | 0.0
贼 : 0.02 | 0.02 | 0.0
贻 : 0.02 | 0.02 | 0.0
贺 : 0.023685776663 | 0.0247962493314 | -0.00111047266839
畏 : 0.0238685280723 | 0.0241169366492 | -0.000248408576863
贝 : 0.02 | 0.02 | 0.0
畜 : 0.02 | 0.02 | 0.0
括 : 0.02 | 0.02 | 0.0
拢 : 0.0271241437422 | 0.03 | -0.00287585625784
拣 : 0.0248930108424 | 0.0257812965264 | -0.000888285683993
拥 : 0.0252529907007 | 0.02 | 0.00525299070074
青 : 0.0286135311615 | 0.02 | 0.00861353116147
拾 : 0.02 | 0.02 | 0.0
秭 : 0.02 | 0.02 | 0.0
拳 : 0.0239312326447 | 0.03 | -0.00606876735534
拴 : 0.02 | 0.02 | 0.0
拈 : 0.02 | 0.02 | 0.0
拉 : 0.03 | 0.03 | 0.0
拌 : 0.02 | 0.02 | 0.0
拎 : 0.0247081782673 | 0.02 | 0.00470817826733
拄 : 0.0237580364942 | 0.02 | 0.00375803649418
翠 : 0.025578858913 | 0.02 | 0.00557885891302
拘 : 0.0238110282485 | 0.02 | 0.00381102824854
秆 : 0.02 | 0.0243620858397 | -0.00436208583971
秃 : 0.02 | 0.02 | 0.0
拟 : 0.0236208519356 | 0.025578858913 | -0.00195800697742
扦 : 0.02 | 0.02 | 0.0
拓 : 0.02 | 0.0247962493314 | -0.00479624933136
拔 : 0.02 | 0.02 | 0.0
秋 : 0.02 | 0.0238685280723 | -0.00386852807235
拗 : 0.02 | 0.02 | 0.0
庵 : 0.02 | 0.02 | 0.0
爸 : 0.02 | 0.0236208519356 | -0.0036208519356
葩 : 0.02 | 0.0236417580094 | -0.0036417580094
葭 : 0.02 | 0.02 | 0.0
董 : 0.02 | 0.02 | 0.0
沆 : 0.02 | 0.02 | 0.0
府 : 0.025578858913 | 0.0257812965264 | -0.000202437613335
扩 : 0.0271241437422 | 0.02 | 0.00712414374216
瑞 : 0.02 | 0.02 | 0.0
爝 : 0.02 | 0.02 | 0.0
言 : 0.02 | 0.02 | 0.0
庄 : 0.0263092975357 | 0.02 | 0.00630929753571
葆 : 0.02 | 0.02 | 0.0
郫 : 0.023581044635 | 0.0245534049739 | -0.000972360338918
部 : 0.03 | 0.03 | 0.0
泅 : 0.025578858913 | 0.0326185950714 | -0.00703973615841
泊 : 0.02 | 0.02 | 0.0
泔 : 0.02 | 0.02 | 0.0
泗 : 0.02 | 0.02 | 0.0
郴 : 0.02 | 0.02 | 0.0
泡 : 0.02 | 0.0238391744001 | -0.00383917440013
郅 : 0.02 | 0.02 | 0.0
泵 : 0.025 | 0.02 | 0.005
郜 : 0.02 | 0.02 | 0.0
泸 : 0.02 | 0.02 | 0.0
泾 : 0.02 | 0.02 | 0.0
举 : 0.0263092975357 | 0.02 | 0.00630929753571
垒 : 0.0238685280723 | 0.0260205999133 | -0.00215207184093
毙 : 0.02 | 0.0239647972634 | -0.00396479726341
毅 : 0.02 | 0.02 | 0.0
垂 : 0.02 | 0.0244848764844 | -0.00448487648435
垃 : 0.02 | 0.02 | 0.0
毂 : 0.02 | 0.02 | 0.0
两 : 0.02 | 0.0271241437422 | -0.00712414374216
垌 : 0.02 | 0.02 | 0.0
丞 : 0.02 | 0.02 | 0.0
东 : 0.0266666666667 | 0.0326185950714 | -0.00595192840476
垸 : 0.02 | 0.02 | 0.0
专 : 0.0257812965264 | 0.0257812965264 | 0.0
丐 : 0.02 | 0.0235436764027 | -0.00354367640271
不 : 0.03 | 0.03 | 0.0
毡 : 0.0266666666667 | 0.02 | 0.00666666666667
丈 : 0.02 | 0.02 | 0.0
垩 : 0.02 | 0.02 | 0.0
毯 : 0.02 | 0.0237089804683 | -0.00370898046831
垭 : 0.02 | 0.02 | 0.0
一 : 0.02 | 0.02 | 0.0
潭 : 0.0277370561447 | 0.02 | 0.00773705614469
匣 : 0.02 | 0.02 | 0.0
匡 : 0.04 | 0.02 | 0.02
潢 : 0.0239312326447 | 0.0251191604962 | -0.00118792785154
菩 : 0.02 | 0.02 | 0.0
潼 : 0.02 | 0.02 | 0.0
菲 : 0.04 | 0.0271241437422 | 0.0128758562578
匈 : 0.0263092975357 | 0.0286135311615 | -0.00230423362575
匍 : 0.02 | 0.02 | 0.0
菏 : 0.02 | 0.02 | 0.0
菌 : 0.04 | 0.04 | 0.0
菊 : 0.02 | 0.0236633850183 | -0.00366338501827
菔 : 0.02 | 0.02 | 0.0
匙 : 0.0239647972634 | 0.0243067655807 | -0.000341968317323
豌 : 0.02 | 0.02 | 0.0
菜 : 0.02 | 0.02 | 0.0
禺 : 0.02 | 0.02 | 0.0
禹 : 0.02 | 0.02 | 0.0
截 : 0.02 | 0.0266666666667 | -0.00666666666667
房 : 0.04 | 0.02 | 0.02
禧 : 0.02 | 0.02 | 0.0
戏 : 0.0252529907007 | 0.02 | 0.00525299070074
战 : 0.023685776663 | 0.0244848764844 | -0.000799099821377
戛 : 0.02 | 0.02 | 0.0
戚 : 0.02 | 0.025578858913 | -0.00557885891302
禁 : 0.02 | 0.02 | 0.0
成 : 0.04 | 0.04 | 0.0
幕 : 0.02 | 0.02 | 0.0
娑 : 0.02 | 0.02 | 0.0
皇 : 0.0244848764844 | 0.02 | 0.00448487648435
裘 : 0.02 | 0.02 | 0.0
裟 : 0.02 | 0.02 | 0.0
娆 : 0.02 | 0.02 | 0.0
娅 : 0.02 | 0.02 | 0.0
裆 : 0.02 | 0.02 | 0.0
皮 : 0.0247081782673 | 0.0252529907007 | -0.000544812433411
裳 : 0.02 | 0.02 | 0.0
娲 : 0.02 | 0.02 | 0.0
娼 : 0.02 | 0.02 | 0.0
裹 : 0.0240369817316 | 0.02 | 0.00403698173164
裾 : 0.02 | 0.02 | 0.0
娣 : 0.02 | 0.02 | 0.0
裤 : 0.0242061983571 | 0.0263092975357 | -0.00210309917857
皱 : 0.03 | 0.02 | 0.01
继 : 0.0246275642632 | 0.02 | 0.0046275642632
赠 : 0.02 | 0.02 | 0.0
赡 : 0.02 | 0.02 | 0.0
赣 : 0.02 | 0.02 | 0.0
甬 : 0.02 | 0.02 | 0.0
甭 : 0.02 | 0.02 | 0.0
赴 : 0.0236633850183 | 0.02 | 0.00366338501827
由 : 0.02 | 0.02 | 0.0
甲 : 0.02 | 0.02 | 0.0
幢 : 0.02 | 0.0244848764844 | -0.00448487648435
电 : 0.02 | 0.02 | 0.0
赳 : 0.02 | 0.02 | 0.0
赅 : 0.02 | 0.02 | 0.0
赃 : 0.02 | 0.02 | 0.0
赈 : 0.0242061983571 | 0.0286135311615 | -0.00440733280432
赊 : 0.0326185950714 | 0.02 | 0.0126185950714
赋 : 0.024 | 0.02 | 0.004
赓 : 0.0271241437422 | 0.02 | 0.00712414374216
赝 : 0.02 | 0.02 | 0.0
赞 : 0.0277370561447 | 0.02 | 0.00773705614469
赚 : 0.03 | 0.0260205999133 | 0.00397940008672
赛 : 0.0247962493314 | 0.0260205999133 | -0.00122435058192
梳 : 0.02 | 0.02 | 0.0
械 : 0.02 | 0.02 | 0.0
梵 : 0.02 | 0.02 | 0.0
勤 : 0.02 | 0.02 | 0.0
钠 : 0.02 | 0.02 | 0.0
茜 : 0.02 | 0.02 | 0.0
梧 : 0.0246275642632 | 0.0266666666667 | -0.00203910240347
梯 : 0.0277370561447 | 0.02 | 0.00773705614469
耶 : 0.02 | 0.02 | 0.0
勰 : 0.02 | 0.02 | 0.0
梓 : 0.0239312326447 | 0.02 | 0.00393123264466
勋 : 0.04 | 0.02 | 0.02
勉 : 0.02 | 0.02 | 0.0
耆 : 0.02 | 0.02 | 0.0
者 : 0.02 | 0.02 | 0.0
耄 : 0.0240759009418 | 0.0243067655807 | -0.000230864638924
募 : 0.02 | 0.02 | 0.0
耙 : 0.02 | 0.0236633850183 | -0.00366338501827
钦 : 0.02 | 0.0326185950714 | -0.0126185950714
耗 : 0.0238685280723 | 0.02 | 0.00386852807235
勐 : 0.02 | 0.02 | 0.0
狸 : 0.0247081782673 | 0.025578858913 | -0.00087068064569
狼 : 0.02 | 0.02 | 0.0
狰 : 0.02 | 0.02 | 0.0
蒯 : 0.02 | 0.02 | 0.0
独 : 0.0247962493314 | 0.0257812965264 | -0.000985047194995
狡 : 0.02 | 0.02 | 0.0
婷 : 0.02 | 0.02 | 0.0
狞 : 0.0236633850183 | 0.025578858913 | -0.00191547389475
蒗 : 0.02 | 0.02 | 0.0
狈 : 0.02 | 0.02 | 0.0
狂 : 0.0236208519356 | 0.0235436764027 | 7.71755328896e-05
蒂 : 0.0241169366492 | 0.02 | 0.00411693664921
簌 : 0.0240369817316 | 0.0246275642632 | -0.000590582531553
极 : 0.0271241437422 | 0.02 | 0.00712414374216
析 : 0.02 | 0.02 | 0.0
枥 : 0.02 | 0.02 | 0.0
枢 : 0.0239312326447 | 0.0242061983571 | -0.000274965712487
相 : 0.0271241437422 | 0.02 | 0.00712414374216
簧 : 0.02 | 0.02 | 0.0
架 : 0.0260205999133 | 0.02 | 0.00602059991328
叽 : 0.02 | 0.02 | 0.0
枰 : 0.02 | 0.02 | 0.0
块 : 0.02 | 0.02 | 0.0
坑 : 0.025578858913 | 0.02 | 0.00557885891302
坐 : 0.03 | 0.03 | 0.0
坞 : 0.02 | 0.02 | 0.0
黍 : 0.02 | 0.025578858913 | -0.00557885891302
坚 : 0.02 | 0.0252529907007 | -0.00525299070074
黑 : 0.02 | 0.02 | 0.0
眶 : 0.02 | 0.02 | 0.0
坍 : 0.02 | 0.02 | 0.0
默 : 0.02 | 0.02 | 0.0
黝 : 0.02 | 0.02 | 0.0
黠 : 0.02 | 0.02 | 0.0
乔 : 0.02 | 0.02 | 0.0
欲 : 0.025 | 0.0254047630885 | -0.000404763088546
〖 : 0.02 | 0.02 | 0.0
〗 : 0.02 | 0.02 | 0.0
乌 : 0.0286135311615 | 0.0326185950714 | -0.00400506390996
〉 : 0.02 | 0.02 | 0.0
坦 : 0.02 | 0.02 | 0.0
义 : 0.02 | 0.024 | -0.004
茶 : 0.02 | 0.02 | 0.0
次 : 0.02 | 0.025578858913 | -0.00557885891302
欠 : 0.02 | 0.02 | 0.0
。 : 0.02 | 0.02 | 0.0
欢 : 0.04 | 0.04 | 0.0
茵 : 0.02 | 0.02 | 0.0
乃 : 0.02 | 0.02 | 0.0
痨 : 0.02 | 0.02 | 0.0
痫 : 0.02 | 0.02 | 0.0
痪 : 0.02 | 0.0271241437422 | -0.00712414374216
痰 : 0.02 | 0.02 | 0.0
足 : 0.04 | 0.02 | 0.02
趴 : 0.02 | 0.02 | 0.0
症 : 0.02 | 0.02 | 0.0
痈 : 0.02 | 0.02 | 0.0
痞 : 0.023581044635 | 0.02 | 0.00358104463502
趔 : 0.02 | 0.02 | 0.0
痛 : 0.0271241437422 | 0.02 | 0.00712414374216
扰 : 0.0238110282485 | 0.0238685280723 | -5.74998238099e-05
硼 : 0.02 | 0.02 | 0.0
扶 : 0.04 | 0.02 | 0.02
馑 : 0.02 | 0.02 | 0.0
馒 : 0.02 | 0.02 | 0.0
批 : 0.02 | 0.0251191604962 | -0.0051191604962
找 : 0.0248930108424 | 0.02 | 0.00489301084236
扣 : 0.0247081782673 | 0.03 | -0.00529182173267
硬 : 0.0239312326447 | 0.02 | 0.00393123264466
硫 : 0.02 | 0.0237089804683 | -0.00370898046831
馁 : 0.02 | 0.02 | 0.0
扪 : 0.02 | 0.02 | 0.0
馏 : 0.02 | 0.02 | 0.0
馈 : 0.0260205999133 | 0.0260205999133 | 0.0
扯 : 0.02 | 0.02 | 0.0
扭 : 0.0236633850183 | 0.024 | -0.000336614981727
扒 : 0.02 | 0.02 | 0.0
硐 : 0.02 | 0.02 | 0.0
扇 : 0.02 | 0.02 | 0.0
础 : 0.02 | 0.02 | 0.0
邬 : 0.02 | 0.02 | 0.0
杼 : 0.02 | 0.02 | 0.0
邮 : 0.024 | 0.02 | 0.004
邯 : 0.02 | 0.02 | 0.0
邦 : 0.02 | 0.02 | 0.0
气 : 0.0236208519356 | 0.0238685280723 | -0.000247676136745
民 : 0.025 | 0.0260205999133 | -0.00102059991328
幔 : 0.02 | 0.02 | 0.0
邵 : 0.02 | 0.02 | 0.0
氚 : 0.02 | 0.02 | 0.0
邈 : 0.02 | 0.02 | 0.0
氦 : 0.02 | 0.02 | 0.0
眉 : 0.02 | 0.02 | 0.0
邀 : 0.03 | 0.0326185950714 | -0.00261859507143
氯 : 0.02 | 0.02 | 0.0
邃 : 0.03 | 0.02 | 0.01
氨 : 0.02 | 0.02 | 0.0
